,id,question,answer,type,response,prediction,confidence,f1,em,gpt_eval
0,695d5d160bdc11eba7f7acde48001122,Where was the director of film Breakup Buddies born?,Taiyuan,compositional,"Answer: China Confidence: 0.8 
Answer: Ningbo Confidence: 0.4 
Answer: Beijing Confidence: 0.3 
Answer: Shanghai Confidence: 0.2 
Answer: Taiwan Confidence: 0.1",China,0.8,0.0,0,0
1,d8de3d3d088411ebbd6dac1f6bf848b6,Do Jean-Martin De Prades and Marcel Henry have the same nationality?,yes,comparison,"Answer: Yes Confidence: 0.8 
Answer: No Confidence: 0.2 
Answer: French Confidence: 0.6 
Answer: European Confidence: 0.4 
Answer: Unknown Confidence: 0.0",Yes,0.8,1.0,1,1
2,dc53832a0bd911eba7f7acde48001122,Where was the director of film Silks And Satins born?,Colorado,compositional,"Answer: France Confidence: 0.2 
Answer: USA Confidence: 0.3 
Answer: UK Confidence: 0.2 
Answer: Canada Confidence: 0.1 
Answer: Australia Confidence: 0.2",USA,0.3,0.0,0,1
3,05a2dec4088811ebbd6eac1f6bf848b6,Do both films Just Getting Started (Film) and The Dove'S Lost Necklace have the directors that share the same nationality?,no,bridge_comparison,"Answer: Yes Confidence: 0.8 
Answer: No Confidence: 0.2 
Answer: Unknown Confidence: 0.0 
Answer: Yes Confidence: 0.8 
Answer: No Confidence: 0.2",Yes,0.8,0.0,0,0
4,4ed23bf80bda11eba7f7acde48001122,Where was the performer of song (Last Night) I Heard You Crying In Your Sleep born?,Mount Olive,compositional,"Answer: Houston Confidence: 0.8 
Answer: Texas Confidence: 0.7 
Answer: USA Confidence: 0.6 
Answer: Shreveport Confidence: 0.4 
Answer: Louisiana Confidence: 0.3",Houston,0.8,0.0,0,0
5,d0a0a43c0bdd11eba7f7acde48001122,Which country Harald Ii Of Denmark's mother is from?,Polish,compositional,"Answer: Sweden Confidence: 0.8 
Answer: England Confidence: 0.1 
Answer: Norway Confidence: 0.05 
Answer: Russia Confidence: 0.03 
Answer: Poland Confidence: 0.02",Sweden,0.8,0.0,0,0
6,f8378b9e08ab11ebbd82ac1f6bf848b6,"Which film has the director who is older, Three Violent People or Girls In White?",Girls In White,bridge_comparison,"Answer: Three Violent People Confidence: 0.6 
Answer: Girls In White Confidence: 0.4 
Answer: Rudolph Maté Confidence: 0.0 
Answer: Andrew Marton Confidence: 0.0 
Answer: Rudolph Maté Confidence: 0.0",Three Violent People,0.6,0.0,0,0
7,fc04494a0baf11ebab90acde48001122,"Who is the paternal grandfather of Hugh Montgomerie, 7Th Earl Of Eglinton?","Robert Seton, 1st Earl of Winton",inference,"Answer: Hugh Montgomerie, 5th Earl of Eglinton Confidence: 0.8 
Answer: Alexander Montgomerie, 6th Earl of Eglinton Confidence: 0.1 
Answer: John Montgomerie Confidence: 0.05 
Answer: Hugh Montgomerie, 3rd Earl of Eglinton Confidence: 0.03 
Answer: Alexander Montgomerie Confidence: 0.02","Hugh Montgomerie, 5th Earl of Eglinton",0.8,0.3333333333333333,0,0
8,84b56dcc0bd911eba7f7acde48001122,Where was the director of film Little Alvin And The Mini-Munks born?,American,compositional,"Answer: USA Confidence: 0.8 
Answer: Canada Confidence: 0.1 
Answer: Australia Confidence: 0.05 
Answer: UK Confidence: 0.03 
Answer: Germany Confidence: 0.02",USA,0.8,0.0,0,1
9,47bafeb40bde11eba7f7acde48001122,"When did Joachim I, Prince Of Anhalt-Dessau's father die?",12 June 1516,compositional,"Answer: 1516 Confidence: 0.8 
Answer: 1524 Confidence: 0.1 
Answer: 1561 Confidence: 0.05 
Answer: 1570 Confidence: 0.03 
Answer: 1560 Confidence: 0.02",1516,0.8,0.5,0,1
10,c0007a7a0bd911eba7f7acde48001122,Which award the director of film Pataakha received?,National Film Award for Best Music Direction,compositional,"Answer: National Film Award Confidence: 0.6 
Answer: Filmfare Award Confidence: 0.4 
Answer: Dada Saheb Phalke Award Confidence: 0.3 
Answer: Padma Shri Confidence: 0.2 
Answer: Vishal Bhardwaj Confidence: 0.1",National Film Award,0.6,0.6,0,0
11,90934fd908dc11ebbd9cac1f6bf848b6,"Which film whose director is younger, Kiladigalu or He'S My Girl?",Kiladigalu,bridge_comparison,"Answer: Kiladigalu Confidence: 0.6 
Answer: He'S My Girl Confidence: 0.4 
Answer: Kiladi Jodi Confidence: 0.0 
Answer: My Girl Confidence: 0.0 
Answer: Jodi Confidence: 0.0",Kiladigalu,0.6,1.0,1,1
12,8d18786e086a11ebbd5fac1f6bf848b6,"Which film whose director is younger, Dagudu Moothalu or Port Of Seven Seas?",Dagudu Moothalu,bridge_comparison,"Answer: Dagudu Moothalu Confidence: 0.6 
Answer: Port Of Seven Seas Confidence: 0.4 
Answer: Unknown Confidence: 0.0 
Answer: Dagudu Confidence: 0.0 
Answer: Seven Seas Confidence: 0.0",Dagudu Moothalu,0.6,1.0,1,1
13,e28d440408ca11ebbd92ac1f6bf848b6,"Which film whose director was born first, 11 Harrowhouse or A Little Sister Of Everybody?",A Little Sister Of Everybody,bridge_comparison,"Answer: 11 Harrowhouse Confidence: 0.8 
Answer: A Little Sister Of Everybody Confidence: 0.2 
Answer: Not enough info Confidence: 0.0 
Answer: unknown Confidence: 0.0 
Answer: None Confidence: 0.0",11 Harrowhouse,0.8,0.0,0,0
14,e1ae74be0bda11eba7f7acde48001122,Where did the performer of song Girlfriend (Alicia Keys Song) study?,Columbia,compositional,"Answer: Columbia University Confidence: 0.8 
Answer: Harvard University Confidence: 0.1 
Answer: New York University Confidence: 0.05 
Answer: Juilliard School Confidence: 0.05 
Answer: Berklee College Confidence: 0.0",Columbia University,0.8,0.6666666666666666,0,1
15,a5e94ab0086711ebbd5eac1f6bf848b6,"Which film has the director died later, La Muerte En El Desfiladero or O, Brazen Age?",La Muerte En El Desfiladero,bridge_comparison,"Answer: O, Brazen Age Confidence: 0.6 
Answer: La Muerte En El Desfiladero Confidence: 0.4 
Answer: Both Confidence: 0.0 
Answer: Unknown Confidence: 0.0 
Answer: Neither Confidence: 0.0","O, Brazen Age",0.6,0.0,0,0
16,9509d38c0bdb11eba7f7acde48001122,When is the creator of Holland'S Next Top Model 's birthday?,"December 4, 1973",compositional,"Answer: Tyra Banks Confidence: 0.2 
Answer: Anouk Smulders Confidence: 0.1 
Answer: Daphne Deckers Confidence: 0.6 
Answer: Karen Mulder Confidence: 0.05 
Answer: Yolanda Hadid Confidence: 0.05",Daphne Deckers,0.6,0.0,0,0
17,cecadcce0bdb11eba7f7acde48001122,Where was the performer of song Suicide Social born?,Alençon,compositional,"Answer: USA Confidence: 0.6 
Answer: UK Confidence: 0.2 
Answer: Canada Confidence: 0.1 
Answer: Australia Confidence: 0.05 
Answer: Germany Confidence: 0.05",USA,0.6,0.0,0,0
